MAE,RMSE,R2,method,abl,subset,seed,z_dim,beta,like,misspec
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,4.0,0.001,student_t,
0.6474429413225146,0.8550968756626763,0.9985617620494508,MB-VIB,capacity_beta_like,,1,4.0,0.001,student_t,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,4.0,0.001,laplace,
0.44694925274890984,0.5332603602033892,0.9994406563547696,MB-VIB,capacity_beta_like,,1,4.0,0.001,laplace,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,4.0,0.003,student_t,
0.4724023706381819,0.5741343133029881,0.9993516237298944,MB-VIB,capacity_beta_like,,1,4.0,0.003,student_t,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,4.0,0.003,laplace,
0.7563362244399285,0.965083898066017,0.9981679798571104,MB-VIB,capacity_beta_like,,1,4.0,0.003,laplace,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,4.0,0.01,student_t,
0.5253393468571516,0.6630825061396418,0.9991351610407994,MB-VIB,capacity_beta_like,,1,4.0,0.01,student_t,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,4.0,0.01,laplace,
0.8607963211977069,1.0949240207246864,0.9976418682153942,MB-VIB,capacity_beta_like,,1,4.0,0.01,laplace,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,8.0,0.001,student_t,
0.902354594300928,1.0551256092707868,0.9978101799235457,MB-VIB,capacity_beta_like,,1,8.0,0.001,student_t,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,8.0,0.001,laplace,
0.7994674947888761,0.9466655915763733,0.9982372395854038,MB-VIB,capacity_beta_like,,1,8.0,0.001,laplace,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,8.0,0.003,student_t,
0.516020801215456,0.6247002518928351,0.9992323849745524,MB-VIB,capacity_beta_like,,1,8.0,0.003,student_t,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,8.0,0.003,laplace,
0.5544723095749063,0.6767316435969878,0.9990991902593725,MB-VIB,capacity_beta_like,,1,8.0,0.003,laplace,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,8.0,0.01,student_t,
0.5405634403662151,0.6866228837368586,0.9990726649990115,MB-VIB,capacity_beta_like,,1,8.0,0.01,student_t,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,8.0,0.01,laplace,
0.9927173295630901,1.2470659702185047,0.9969410036286626,MB-VIB,capacity_beta_like,,1,8.0,0.01,laplace,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,16.0,0.001,student_t,
0.6646277193275365,0.9318406718606339,0.9982920174505555,MB-VIB,capacity_beta_like,,1,16.0,0.001,student_t,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,16.0,0.001,laplace,
0.8589248115254254,1.006518498057251,0.9980072921725492,MB-VIB,capacity_beta_like,,1,16.0,0.001,laplace,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,16.0,0.003,student_t,
0.49226270472334555,0.6129926165517695,0.9992608874237653,MB-VIB,capacity_beta_like,,1,16.0,0.003,student_t,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,16.0,0.003,laplace,
0.7268473997782006,0.8646191055873164,0.9985295516955935,MB-VIB,capacity_beta_like,,1,16.0,0.003,laplace,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,16.0,0.01,student_t,
0.7012699715704674,1.0677818686570482,0.9977573309521744,MB-VIB,capacity_beta_like,,1,16.0,0.01,student_t,
0.39778156783774565,0.4959843565064678,0.9995161217928498,MB-GIB,capacity_beta_like,,1,16.0,0.01,laplace,
0.6283890686084864,0.8079755132008234,0.998715906927089,MB-VIB,capacity_beta_like,,1,16.0,0.01,laplace,
0.5599747456297954,0.6943312203250079,0.9990517267664064,MB-GIB(misspec),mb_misspec,,1,,,,drop_one
0.8641880588737599,1.1143761045829008,0.9975573362521893,MB-VIB(misspec),mb_misspec,,1,,,,drop_one
0.4153164803730401,0.516826568474364,0.9994746003639472,MB-GIB(misspec),mb_misspec,,1,,,,add_nonmb
1.0944380942002652,1.2842580171072127,0.9967558219910799,MB-VIB(misspec),mb_misspec,,1,,,,add_nonmb
0.718811842484121,0.9144563140359242,0.9982153801645341,MB-GIB,scope,parent,2,,,,
1.6780152568561681,2.1435977520805967,0.9901936728941041,MB-VIB,scope,parent,2,,,,
0.7082046357316579,0.9026395039493625,0.9982612046792613,BN,scope,parent,2,,,,
1.3996039870678174,1.8004658818726091,0.9930818562473526,PureDNN,scope,parent,2,,,,
1.4235145949553925,1.9069349629840529,0.9922394669502876,IIB-style,scope,parent,2,,,,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,scope,mb,2,,,,
0.5306816468413718,0.67162495931131,0.9990373388522243,MB-VIB,scope,mb,2,,,,
45.12357725664369,49.12663416306899,-4.150552402575132,BN,scope,mb,2,,,,
0.9601260521924317,1.31035737962312,0.9963356300953792,PureDNN,scope,mb,2,,,,
0.5950317263877786,0.7912877633527716,0.998663747011918,IIB-style,scope,mb,2,,,,
0.36522248320098427,0.4512483781276646,0.9995654386496148,MB-GIB,scope,global,2,,,,
0.8008499951782472,1.0367070418045778,0.9977063249692539,MB-VIB,scope,global,2,,,,
45.12357725664369,49.12663416306899,-4.150552402575132,BN,scope,global,2,,,,
0.7924440683728332,1.0574206311524619,0.9976137532546631,PureDNN,scope,global,2,,,,
0.5059595640153284,0.6648224270842603,0.9990567406629631,IIB-style,scope,global,2,,,,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,4.0,0.001,student_t,
0.6266832260579825,0.8053107356978442,0.9986159659734883,MB-VIB,capacity_beta_like,,2,4.0,0.001,student_t,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,4.0,0.001,laplace,
0.7638929540024227,1.0157378822175316,0.9977981735239474,MB-VIB,capacity_beta_like,,2,4.0,0.001,laplace,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,4.0,0.003,student_t,
0.622212826836082,0.8324900169851197,0.9985209670192474,MB-VIB,capacity_beta_like,,2,4.0,0.003,student_t,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,4.0,0.003,laplace,
0.6452171212429831,0.7951837814954249,0.9986505561538501,MB-VIB,capacity_beta_like,,2,4.0,0.003,laplace,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,4.0,0.01,student_t,
0.5975231413457217,0.7992101210490731,0.9986368559883928,MB-VIB,capacity_beta_like,,2,4.0,0.01,student_t,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,4.0,0.01,laplace,
0.6105785265580649,0.7580802397511807,0.9987735491666528,MB-VIB,capacity_beta_like,,2,4.0,0.01,laplace,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,8.0,0.001,student_t,
0.8088477103430103,1.0471661575859068,0.9976598107163632,MB-VIB,capacity_beta_like,,2,8.0,0.001,student_t,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,8.0,0.001,laplace,
0.6703676702555603,0.8181081647371431,0.9985716282778451,MB-VIB,capacity_beta_like,,2,8.0,0.001,laplace,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,8.0,0.003,student_t,
0.8447849665782923,1.0837515983530803,0.9974934331491743,MB-VIB,capacity_beta_like,,2,8.0,0.003,student_t,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,8.0,0.003,laplace,
0.6491315380905063,0.865370936881998,0.9984018247493935,MB-VIB,capacity_beta_like,,2,8.0,0.003,laplace,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,8.0,0.01,student_t,
1.067974929117496,1.38635508720832,0.9958982541189392,MB-VIB,capacity_beta_like,,2,8.0,0.01,student_t,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,8.0,0.01,laplace,
0.9096830120919074,1.0839452040002344,0.9974925375032629,MB-VIB,capacity_beta_like,,2,8.0,0.01,laplace,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,16.0,0.001,student_t,
0.8306231240353458,1.092130140491772,0.9974545265262892,MB-VIB,capacity_beta_like,,2,16.0,0.001,student_t,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,16.0,0.001,laplace,
1.4626143893537829,1.7507398343558622,0.9934587158289168,MB-VIB,capacity_beta_like,,2,16.0,0.001,laplace,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,16.0,0.003,student_t,
0.9487841213873147,1.1631459170294913,0.9971127247309668,MB-VIB,capacity_beta_like,,2,16.0,0.003,student_t,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,16.0,0.003,laplace,
0.6792632706845205,0.8829798875572242,0.9983361222562674,MB-VIB,capacity_beta_like,,2,16.0,0.003,laplace,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,16.0,0.01,student_t,
0.7177649838156543,0.9095704041762744,0.9982343995480487,MB-VIB,capacity_beta_like,,2,16.0,0.01,student_t,
0.3664038884795553,0.4527410066972672,0.9995625590316746,MB-GIB,capacity_beta_like,,2,16.0,0.01,laplace,
0.8799606011912996,1.0829821533384587,0.9974969911244713,MB-VIB,capacity_beta_like,,2,16.0,0.01,laplace,
0.5838504537496454,0.7391984240790678,0.998833883730758,MB-GIB(misspec),mb_misspec,,2,,,,drop_one
1.8455561836360692,2.592572381628523,0.9856556269813151,MB-VIB(misspec),mb_misspec,,2,,,,drop_one
0.36522248320098427,0.4512483781276646,0.9995654386496148,MB-GIB(misspec),mb_misspec,,2,,,,add_nonmb
0.9289567047805934,1.1829781087802642,0.997013426509552,MB-VIB(misspec),mb_misspec,,2,,,,add_nonmb
0.7115101076102965,0.9026800478515693,0.9984165822999367,MB-GIB,scope,parent,3,,,,
1.1674638514754232,1.4988188888619303,0.9956345790920773,MB-VIB,scope,parent,3,,,,
0.7163910923517638,0.9055936165482078,0.9984063442503526,BN,scope,parent,3,,,,
1.7479238324298323,2.1320451443670705,0.991166748386173,PureDNN,scope,parent,3,,,,
1.4335923045154346,1.8513849784238599,0.9933392784233914,IIB-style,scope,parent,3,,,,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,scope,mb,3,,,,
0.3220184302987784,0.4044530304318343,0.9996821194202471,MB-VIB,scope,mb,3,,,,
42.77131111643855,48.13918929892756,-3.503242694349768,BN,scope,mb,3,,,,
1.4835952142913569,1.988672978815144,0.9923148109657759,PureDNN,scope,mb,3,,,,
0.4534291704465343,0.5543902317529117,0.9994027461639636,IIB-style,scope,mb,3,,,,
0.2941829295379151,0.36515768124038195,0.9997408873057625,MB-GIB,scope,global,3,,,,
1.1737726363521572,1.5286350607188408,0.9954591679251783,MB-VIB,scope,global,3,,,,
42.77131111643855,48.13918929892756,-3.503242694349768,BN,scope,global,3,,,,
1.5068897538629338,1.8274519526495856,0.9935103728863737,PureDNN,scope,global,3,,,,
0.4347204838043398,0.5610474862419681,0.999388316098747,IIB-style,scope,global,3,,,,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,4.0,0.001,student_t,
1.469801698807627,1.7954610393288783,0.9937355956856924,MB-VIB,capacity_beta_like,,3,4.0,0.001,student_t,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,4.0,0.001,laplace,
0.4421005432642198,0.5863213379410398,0.9993319650131745,MB-VIB,capacity_beta_like,,3,4.0,0.001,laplace,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,4.0,0.003,student_t,
0.6308465727837779,0.7819762340637401,0.998811730590027,MB-VIB,capacity_beta_like,,3,4.0,0.003,student_t,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,4.0,0.003,laplace,
0.604114191190237,0.7295664888693061,0.998965673709893,MB-VIB,capacity_beta_like,,3,4.0,0.003,laplace,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,4.0,0.01,student_t,
1.0009728220390783,1.1874411790154877,0.9972599908055761,MB-VIB,capacity_beta_like,,3,4.0,0.01,student_t,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,4.0,0.01,laplace,
0.7128583013687784,0.8786513035406621,0.9984997593658558,MB-VIB,capacity_beta_like,,3,4.0,0.01,laplace,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,8.0,0.001,student_t,
0.45889863502559364,0.5833807608070904,0.9993386490010557,MB-VIB,capacity_beta_like,,3,8.0,0.001,student_t,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,8.0,0.001,laplace,
0.506467351541976,0.6485772551600293,0.9991825687479395,MB-VIB,capacity_beta_like,,3,8.0,0.001,laplace,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,8.0,0.003,student_t,
0.5530447901442719,0.671800447806335,0.9991229822425869,MB-VIB,capacity_beta_like,,3,8.0,0.003,student_t,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,8.0,0.003,laplace,
1.1820976705554183,1.3692974173211956,0.996356461299033,MB-VIB,capacity_beta_like,,3,8.0,0.003,laplace,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,8.0,0.01,student_t,
0.7449995418389098,0.9566145404875989,0.9982217133648966,MB-VIB,capacity_beta_like,,3,8.0,0.01,student_t,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,8.0,0.01,laplace,
0.6370788168575212,0.7818029657638553,0.9988122571190986,MB-VIB,capacity_beta_like,,3,8.0,0.01,laplace,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,16.0,0.001,student_t,
0.787625285535522,0.9581107616881904,0.998216146251221,MB-VIB,capacity_beta_like,,3,16.0,0.001,student_t,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,16.0,0.001,laplace,
1.0235872845007155,1.2064379037455188,0.9971716200133268,MB-VIB,capacity_beta_like,,3,16.0,0.001,laplace,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,16.0,0.003,student_t,
0.42184862794677147,0.5309118050915892,0.9994522623763978,MB-VIB,capacity_beta_like,,3,16.0,0.003,student_t,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,16.0,0.003,laplace,
1.3753033459926869,1.9663291062187807,0.9924865357470951,MB-VIB,capacity_beta_like,,3,16.0,0.003,laplace,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,16.0,0.01,student_t,
0.5035986189708985,0.6220057847668606,0.9992481751846563,MB-VIB,capacity_beta_like,,3,16.0,0.01,student_t,
0.2864090259634981,0.3583314929361416,0.9997504843635576,MB-GIB,capacity_beta_like,,3,16.0,0.01,laplace,
0.37198441435438645,0.48923436484890953,0.9995348835290793,MB-VIB,capacity_beta_like,,3,16.0,0.01,laplace,
0.6212242922729238,0.7429572806214877,0.9989273562793471,MB-GIB(misspec),mb_misspec,,3,,,,drop_one
0.9679482428647718,1.22385168380904,0.9970893808108549,MB-VIB(misspec),mb_misspec,,3,,,,drop_one
0.2941829295379151,0.36515768124038195,0.9997408873057625,MB-GIB(misspec),mb_misspec,,3,,,,add_nonmb
0.6386018503605686,0.834275382983815,0.9986474707472682,MB-VIB(misspec),mb_misspec,,3,,,,add_nonmb
0.8584875755886601,1.0410387577825126,0.9974655905231204,MB-GIB,scope,parent,4,,,,
2.88245733152329,3.500077232244181,0.9713517405060808,MB-VIB,scope,parent,4,,,,
0.858568824772263,1.0452715327811846,0.9974449392385957,BN,scope,parent,4,,,,
2.625888848836405,3.2083218091544716,0.975928739451135,PureDNN,scope,parent,4,,,,
1.9005742129802212,2.441096264119373,0.986064813068029,IIB-style,scope,parent,4,,,,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,scope,mb,4,,,,
1.6781151886072405,2.213420408557266,0.9885430028062248,MB-VIB,scope,mb,4,,,,
47.10599816008594,51.44505886901039,-5.189140244243693,BN,scope,mb,4,,,,
1.3747333937116037,1.8050625738683945,0.9923804818122443,PureDNN,scope,mb,4,,,,
1.1253267058440342,1.4347662740823266,0.9951860086479812,IIB-style,scope,mb,4,,,,
0.5098540380413131,0.603579587361104,0.9991480539878489,MB-GIB,scope,global,4,,,,
1.0489685336010455,1.2881704566773455,0.9961194824124748,MB-VIB,scope,global,4,,,,
47.10599816008594,51.44505886901039,-5.189140244243693,BN,scope,global,4,,,,
0.628391918430147,0.7701132844623982,0.998613077426331,PureDNN,scope,global,4,,,,
0.7637209122262724,0.9268862362362271,0.9979909263713902,IIB-style,scope,global,4,,,,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,capacity_beta_like,,4,4.0,0.001,student_t,
0.9921513978759997,1.1942282802050543,0.9966648321973232,MB-VIB,capacity_beta_like,,4,4.0,0.001,student_t,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,capacity_beta_like,,4,4.0,0.001,laplace,
1.0685422254436905,1.3108218055153542,0.9959818115473111,MB-VIB,capacity_beta_like,,4,4.0,0.001,laplace,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,capacity_beta_like,,4,4.0,0.003,student_t,
0.5917311362063411,0.7571983205970567,0.9986592053422949,MB-VIB,capacity_beta_like,,4,4.0,0.003,student_t,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,capacity_beta_like,,4,4.0,0.003,laplace,
1.0253525159349024,1.1894080498166066,0.9966917011525199,MB-VIB,capacity_beta_like,,4,4.0,0.003,laplace,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,capacity_beta_like,,4,4.0,0.01,student_t,
0.7797795307293456,0.9653396759479949,0.9978207688439232,MB-VIB,capacity_beta_like,,4,4.0,0.01,student_t,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,capacity_beta_like,,4,4.0,0.01,laplace,
0.8934364317497662,1.2380955253700499,0.9964153125551541,MB-VIB,capacity_beta_like,,4,4.0,0.01,laplace,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,capacity_beta_like,,4,8.0,0.001,student_t,
0.4618538898314018,0.6096528601072093,0.9991308230153617,MB-VIB,capacity_beta_like,,4,8.0,0.001,student_t,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,capacity_beta_like,,4,8.0,0.001,laplace,
0.9170204950097367,1.1261530373745559,0.9970342276509757,MB-VIB,capacity_beta_like,,4,8.0,0.001,laplace,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,capacity_beta_like,,4,8.0,0.003,student_t,
1.5262311484450481,1.763039050183892,0.9927311308627126,MB-VIB,capacity_beta_like,,4,8.0,0.003,student_t,
0.5127597346756919,0.6064430476979997,0.9991399513271504,MB-GIB,capacity_beta_like,,4,8.0,0.003,laplace,
0.8894487357978268,1.0509247008557627,0.9974172273055687,MB-VIB,capacity_beta_like,,4,8.0,0.003,laplace,
